fruns,last_avail_year,brand_name,brand_name_sanitized,franchisor,franchisor_sanitized,naics_code,naics_description
18341,2023,Detroit Wing Company,detroit wing,"DWC Franchising, LLC",dwc franchising,722513,Limited-Service Restaurants
11485,2013,Franchise Development Group,development group,"Franchise Development Group, LLC",franchise development group,541613,Marketing Consulting Services
15455,2020,Device Pitstop,device pitstop,"Device Pitstop, LLC",device pitstop,443142,Electronics Stores
18889,2022,DEZ Ride Club,dez ride club,"Dez Franchising, LLC",dez franchising,485999,All Other Transit and Ground Passenger Transportation
11891,1996,DIAGNOSTIC CENTER FOR MEN,diagnostic center for men,"Integrated Medical Resources, Inc.",integrated medical resources,446199,All Other Health and Personal Care Stores
11095,1994,DIAL ELECTRONICS,dial electronics,"Service Works, Inc.",service works,443142,Electronics Stores
11096,2002,DIAL ONE,dial one,"Dial One Of Central Indiana, Inc",dial one central indiana,238190,Other Foundation
16035,2014,Diamond Building Care,diamond building care,"Diamond Franchise System, LLC",diamond,561720,Janitorial Services
11097,1997,DIAMOND DAVE'S TACO COMPANY,diamond daves taco,"Diamond Dave's Taco Company, Inc.",diamond daves taco company,722511,Full-Service Restaurants
18062,2021,Diamond Dynasty,diamond dynasty,Diamond Dynasty Franchising LLC,diamond dynasty,446120,Cosmetics
11100,2023,Dickey's Barbecue Pit,dickeys barbecue pit,"Dickey's Barbecue Restaurants, Inc.",dickeys barbecue restaurants,722513,Limited-Service Restaurants
11099,2015,Dick's Wings & Grill,dicks wings grill,"ARC Group, Inc.",arc group,722511,Full-Service Restaurants
11103,1999,DIEDRICH COFFEE,diedrich coffee,"Diedrich Coffee, Inc.",diedrich coffee,722515,Snack and Nonalcoholic Beverage Bars
17283,2023,Diesel Barbershop,diesel barbershop,"Diesel Barbershop Franchising, LLC",diesel barbershop,812111,Barber Shops
11104,2019,Diet Center,diet center,"Diet Center Worldwide, Inc.",diet center worldwide,812191,Diet and Weight Reducing Centers
11105,1993,THE DIET WORKSHOP,diet workshop,"Diet Workshop, Inc.",diet workshop,812191,Diet and Weight Reducing Centers
16811,2016,Dig This,dig this,"Dig This Franchising, LLC",dig this,713120,Amusement Arcades
11106,2012,DIGIKIDS,digikids,"DigiSafe Franchising, LLC",digisafe,561612,Security Guards and Patrol Services
15505,2017,Digital Doc,digital doc,"Digital Doc Franchising, LLC",digital doc,811211,Consumer Electronics Repair and Maintenance
15429,2015,Di'lishi Frozen Yogurt Bars,dilishi frozen yogurt bars,"Di'lishi Concepts, LLC",dilishi concepts,722515,Snack and Nonalcoholic Beverage Bars
19254,2023,Dill Dinkers,dill dinkers,"Dill Dinkers Franchising, LLC",dill dinkers,711211,Sports Teams and Clubs
19349,2023,Dillas Primo Quesadillas,dillas primo quesadillas,"Dillas Quesadillas Franchising, LLC",dillas quesadillas,722513,Limited-Service Restaurants
16198,2017,Dime Bar,dime bar,"TCR Franchise, LLC",tcr franchise,448120,Women's Clothing Stores
19158,2023,DIMENSIONAL SEARCH,dimensional search,"Sanford Rose Associates International, Inc.",sanford rose associates,561311,Employment Placement Agencies
15683,2013,Dine In 2Nite,dine in 2nite,"Dine In 2Nite North America, Inc.",dine in 2nite,722310,Food Service Contractors
18065,2023,Ding Tea,ding tea,Ding Tea Corporation,ding tea,722515,Snack and Nonalcoholic Beverage Bars
11107,2007,THE DINNER A'FARE,dinner afare,"The Dinner A'Fare Franchising, LLC,",dinner afare,445299,All Other Specialty Food Stores
11108,2007,DINNER BY DESIGN,dinner design,"DbD Franchising, Inc.",dbd franchising,445299,All Other Specialty Food Stores
14513,2017,The Dinner Detective,dinner detective,"Dinner Detective Productions, Inc.",dinner detective productions,711110,Theater Companies and Dinner Theaters
11109,2007,DINNER MYWAY,dinner myway,"Dinner MyWay, Inc.",dinner myway,445299,All Other Specialty Food Stores
11111,2007,DINNERS READY!,dinners ready,"Dinners Ready, Inc.",dinners ready,445299,All Other Specialty Food Stores
11112,2017,Dino's Chicken and Burgers Est. 1968,dinos chicken burgers est 1968,MK(Squared)N LLC,mk squared n,722513,Limited-Service Restaurants
11113,2014,Dino's Freshmed Grill,dinos freshmed grill,Dino's Gyros Franchise Corporation,dinos gyros,722513,Limited-Service Restaurants
11117,2023,Dippin' Dots,dippin dots,"Dippin' Dots Franchising, L.L.C.",dippin dots,722515,Snack and Nonalcoholic Beverage Bars
14962,2015,Direct Link,direct link,"H.H. Franchising Systems, Inc.",hh franchising systems,621610,Home Health Care Services
11118,2015,DirectBuy,directbuy,"DirectBuy, Inc.",directbuy,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
18535,2021,Dirty Birds,dirty birds,DB HQ LLC,db hq,722511,Full-Service Restaurants
17467,2021,The Dirty Buffalo,dirty buffalo,"TDB Franchising, LLC",tdb franchising,722511,Full-Service Restaurants
14890,2012,The Dirty Dash,dirty dash,"Springbok Franchising, LLC",springbok,713990,All Other Amusement and Recreation Industries
18668,2023,Dirty Dough,dirty dough,Dirty Dough Franchising LLC,dirty dough,722515,Snack and Nonalcoholic Beverage Bars
18917,2023,Disaster Blaster,disaster blaster,"Disaster Blaster National, LLC",disaster blaster national,562910,Remediation Services
11120,1998,Disc Go Round,disc go round,Winmark Corporation,winmark,443142,Electronics Stores
15255,2023,Disc Replay,disc replay,"Disc Replay Worldwide, Inc.",disc replay worldwide,443142,Electronics Stores
11122,1997,DISCOUNT PARTY WAREHOUSE,discount party warehouse,Concord Franchise Corp.,concord,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
17800,2020,Discover CBD,discover cbd,Discover Health Franchising,discover health,446191,Food (Health) Supplement Stores
17971,2023,Discover Strength,discover strength,Discover Strength Franchising LLC,discover strength,713940,Fitness and Recreational Sports Centers
14634,2023,Discovery Map,discovery map,"Discovery Map International, Inc.",discovery map,511120,Periodical Publishers
11124,2023,Discovery Point,discovery point,"Discovery Point Franchising, Inc.",discovery point,624410,Child Day Care Services
11125,1993,DISCOVERY ZONE,discovery zone,"Discovery Zone, Inc.",discovery zone,713940,Fitness and Recreational Sports Centers
16463,2014,The Distillery,distillery,The Distillery Restaurant Franchising Corp.,distillery restaurant,722511,Full-Service Restaurants
19093,2023,District Dogs,district dogs,"DD Franchise, LLC",dd franchise,812910,Pet Care (except Veterinary) Services
18292,2023,District Taco,district taco,"District Franchising, LLC",district,722513,Limited-Service Restaurants
17009,2023,DivaDance,divadance,DivaDance Company,divadance company,611610,Fine Arts Schools
15451,2015,Divorce Without War,divorce without war,"Divorce Without War USA, LLC",divorce without war,541199,All Other Legal Services
11127,2011,DIXIE CREAM DONUTS,dixie cream donuts,"Dixie Cream Donuts Franchise System, LLC",dixie cream donuts,722513,Limited-Service Restaurants
11119,2021,DKI,dki,"Disaster Kleenup International, LLC",disaster kleenup,562910,Remediation Services
17054,2018,DMK Burger Bar,dmk burger bar,DMK Franchisor LLC,dmk franchisor,722513,Limited-Service Restaurants
11129,2007,DNA SERVICES OF AMERICA,dna services america,"DNA Services International, Inc.",dna services,812990,All Other Personal Services
11130,2023,Do It Best,do it best,Do It Best Corp.,do it best,423710,Hardware Merchant Wholesalers
16785,2023,The Doan Group,the doan,"Woodland Capital Franchising, Inc.",woodland capital,541990,All Other Professional
11131,2006,DOC GREEN'S GOURMET SALADS,doc greens gourmet salads,"Doc Green's Gourmet Salads, Inc.",doc greens gourmet salads,722513,Limited-Service Restaurants
11133,2023,Doc Popcorn,doc popcorn,Doc Popcorn Franchising L.L.C.,doc popcorn,722515,Snack and Nonalcoholic Beverage Bars
11135,1995,DOCK'S GREAT FISH STORES,docks great fish stores,"Fishy Things, Inc.",fishy things,722513,Limited-Service Restaurants
11134,1991,DOCKTOR PET CENTER,docktor pet center,"Docktor Pet Centers, Inc.",docktor pet centers,453910,Pet and Pet Supplies Stores
11137,2004,DOCTORS VISION CENTER,doctors vision center,"Eye America, LLC",eye america,812199,Other Personal Care Services
18708,2022,DocuLock,doculock,"DocuLock Franchising, LLC",doculock,561110,Office Administrative Services
18021,2019,Doe's Eat Place,does eat place,"Doe's, Inc.",does,722511,Full-Service Restaurants
15144,2023,Dog Haus,dog haus,"Dog Haus Worldwide, LLC",dog haus worldwide,722513,Limited-Service Restaurants
11138,2001,DOG N SUDS RESTAURANT,dog n suds restaurant,"Dog N Suds Restaurants, Inc.",dog n suds restaurants,722513,Limited-Service Restaurants
15097,2023,The Dog Stop,dog stop,"The Dog Stop Franchising, LLC",dog stop,812910,Pet Care (except Veterinary) Services
18677,2022,Dog Training Camp USA,dog training camp,Dog Training Camp USA Franchising LLC,dog training camp,812910,Pet Care (except Veterinary) Services
16256,2023,Dog Training Elite,dog training elite,"Dog Training Elite Franchising, LLC",dog training elite,812910,Pet Care (except Veterinary) Services
15625,2007,Dog Wash America,dog wash america,"Dog Wash America Franchises, Inc.",dog wash america,812910,Pet Care (except Veterinary) Services
15240,2023,The Dog Wizard,dog wizard,"ITK9 Franchise, LLC",itk9,812910,Pet Care (except Veterinary) Services
18283,2023,Dogdrop,dogdrop,"Dog Franchise Group, LLC",dog franchise group,453910,Pet and Pet Supplies Stores
13842,2009,THE DOGFATHER,dogfather,"TDHC, LLC",tdhc,722513,Limited-Service Restaurants
16212,2015,Doggie Style,doggie style,"KH Investors, Inc.",kh investors,812910,Pet Care (except Veterinary) Services
19248,2023,DoggieWorld Resorts and Theme Parks,doggieworld resorts theme parks,"DoggieWorld Enterprises, LLC",doggieworld enterprises,812910,Pet Care (except Veterinary) Services
11139,2005,DOGGY DREAMS GROOMMOBILE,doggy dreams groommobile,"Doggy Dreams Groomobile, Inc.",doggy dreams groomobile,812910,Pet Care (except Veterinary) Services
19156,2023,Dogs & Cream,dogs cream,"CSG Hospitality, LLC",csg hospitality,722513,Limited-Service Restaurants
14736,2011,DOGS LOVE RUNNING!,dogs love running,"Dogs Love Running! Franchising, Inc.",dogs love running,812910,Pet Care (except Veterinary) Services
11140,2011,DOGS RULE RESORT,dogs rule resort,"Dogs Rule Resort Franchising, LP",dogs rule resort,812910,Pet Care (except Veterinary) Services
11141,2023,Dogtopia,dogtopia,"Better Together, LLC",better together,812910,Pet Care (except Veterinary) Services
15230,2013,Dogtown USA,dogtown,"Dogtown USA, LLC",dogtown,812910,Pet Care (except Veterinary) Services
19271,2023,Dolce,dolce,"Dolce International Holdings, Inc.",dolce international,721110,Hotels (except Casino Hotels) and Motels
11143,2008,DOLLAR CASTLE,dollar castle,"Dollar Castle Franchise, LLC",dollar castle,452112,Discount Department Stores
11145,2005,DOLLAR DISCOUNT STORES,dollar discount stores,"Dollar Discount Stores of America, Inc.",dollar discount stores america,452112,Discount Department Stores
11146,2023,Dollar Rent A Car,dollar rent a car,"Dollar Rent A Car, Inc.",dollar rent a car,532111,Passenger Car Rental
11148,2011,DOLLARS INSIDE,dollars inside,"Dollars Inside Franchising, LLC",dollars inside,452112,Discount Department Stores
18252,2023,The Dolly Llama,dolly llama,DL Franchise Group LLC,dl franchise group,722515,Snack and Nonalcoholic Beverage Bars
15849,2014,Dolly's Pizza,dollys pizza,"Dolly's Pizza Franchising, Inc.",dollys pizza,722513,Limited-Service Restaurants
11149,2010,DOMINIC'S OF NEW YORK,dominics,"FoodNet Franchising, Inc.",foodnet,722513,Limited-Service Restaurants
11150,2023,Domino's Pizza,dominos pizza,Domino's Pizza Franchising LLC,dominos pizza,722513,Limited-Service Restaurants
11151,2011,DON PABLO'S,don pablos,Rita Restaurant Corp.,rita restaurant,722511,Full-Service Restaurants
11152,2023,Donatos Pizza,donatos pizza,"Donatos Pizzeria, LLC",donatos pizzeria,722513,Limited-Service Restaurants
17567,2020,The Doner & Gyros Hub,doner gyros hub,"Doner and Gyros Franchising (USA), LLC",doner gyros,722513,Limited-Service Restaurants
17214,2023,Doner Kebab,doner kebab,"GDK USA, Inc.",gdk usa,722513,Limited-Service Restaurants
17154,2019,Donna Italia,donna italia,"D.I. Franchise Group, LLC",di franchise group,722513,Limited-Service Restaurants
17056,2017,Donut Bar,donut bar,"Sweet Assets Franchise Group, Inc.",sweet assets franchise group,722515,Snack and Nonalcoholic Beverage Bars
11153,2023,Donut Connection,donut connection,Donut Connection Cooperative Corporation,donut connection cooperative,561499,All Other Business Support Services
18718,2022,Donut Distillery,donut distillery,"Donut Distillery Franchise, LLC",donut distillery,722515,Snack and Nonalcoholic Beverage Bars
16701,2022,The Donut Experiment,donut experiment,TDE Franchise LLC,tde franchise,722515,Snack and Nonalcoholic Beverage Bars
19157,2023,Donut I Love You!,donut i love you,"Donut I Love You Franchising, LLC",donut i love you,722515,Snack and Nonalcoholic Beverage Bars
17145,2021,Donut King,donut king,"Donut King Systems, LLC",donut king systems,722515,Snack and Nonalcoholic Beverage Bars
18663,2023,DonutNV,donutnv,"DonutNV Franchising, Inc.",donutnv,722515,Snack and Nonalcoholic Beverage Bars
14650,2023,Doodle Bugs!,doodle bugs,"Doodle Bugs! Franchising Company, LLC",doodle bugs franchising company,624410,Child Day Care Services
11158,2023,DoodyCalls,doodycalls,DoodyCalls Franchising SPE LLC,doodycalls,561720,Janitorial Services
11159,2011,DOOGIE'S,doogies,"Doogie's Franchise, LLC",doogies,722513,Limited-Service Restaurants
18497,2022,Door Renew,door renew,"Door Renew International, LLC",door renew,238290,Other Building Equipment Contractors
11160,2008,DOOR-TO-DOOR DRY CLEANING,door to door dry cleaning,"Door-To-Door Dry Cleaning Franchise Systems, LLC",door to door dry cleaning,812320,Drycleaning and Laundry Services (except Coin-Operated)
14902,2012,Doorstep Delivery,doorstep delivery,"Restaurant Delivery Developers, LLC",restaurant delivery developers,722310,Food Service Contractors
17881,2023,Doorstep Details,doorstep details,"Accelerated Services Franchise, LLC",accelerated services,562111,Solid Waste Collection
16833,2016,Doorstep Digital,doorstep digital,"Doorstep Digital, LLC",doorstep digital,541519,Other Computer Related Services
18678,2023,Dope CFO,dope cfo,Emitepod Inc.,emitepod,541213,Tax Preparation Services
15227,2023,Dos Coyotes Border Cafe,dos coyotes border cafe,Dos Coyotes Development Company LLC,dos coyotes development,722511,Full-Service Restaurants
19295,2023,DOS TOROS TAQUERIA,dos toros taqueria,DT Franchising LLC,dt franchising,722511,Full-Service Restaurants
19310,2023,DosBros,dosbros,BayBros FC LLC,baybros fc,722513,Limited-Service Restaurants
18037,2022,dot & dough,dot dough,"Dot and Dough Franchise, Inc.",dot dough,722515,Snack and Nonalcoholic Beverage Bars
11161,2009,DOTCOMGUY,dotcomguy,"Dotcomguy, LLC",dotcomguy,541519,Other Computer Related Services
11164,2015,DoubleDave's Pizzaworks,doubledaves pizzaworks,"DoubleDave's Pizzaworks Systems, Inc.",doubledaves pizzaworks systems,722513,Limited-Service Restaurants
11165,2023,DoubleTree by Hilton,doubletree hilton,Hilton Franchise Holding LLC,hilton franchise holding,721110,Hotels (except Casino Hotels) and Motels
17349,2018,Dough Life,dough life,"Dough Boyz Franchise, LLC",dough boyz,722515,Snack and Nonalcoholic Beverage Bars
17676,2019,Dough Zone Dumpling House,dough zone dumpling house,"Dough Zone International, LLC",dough zone,722513,Limited-Service Restaurants
17530,2022,Doughnuttery,doughnuttery,"Doughnuttery Franchise, LLC",doughnuttery,722515,Snack and Nonalcoholic Beverage Bars
16028,2022,Doughocracy Pizza+Brews,doughocracy pizza brews,"Chicago Franchise Systems, Inc.",chicago,722511,Full-Service Restaurants
15940,2014,Downsize Fitness,downsize fitness,"DSF Franchising, LLC",dsf franchising,812191,Diet and Weight Reducing Centers
11166,2023,Downtowner Inns,downtowner inns,"Hospitality International, Inc.",hospitality,721110,Hotels (except Casino Hotels) and Motels
17348,2018,Downunder Horsemanship,downunder horsemanship,"Downunder Horsemanship Franchising, LLC",downunder horsemanship,812910,Pet Care (except Veterinary) Services
11036,2023,D.P. Dough,dp dough,"Calzone King, LLC",calzone king,722513,Limited-Service Restaurants
16851,2023,DPF Alternatives,dpf alternatives,"DPF Alternatives, LLC",dpf alternatives,811111,General Automotive Repair
11045,2023,DQ Grill & Chill,dq grill chill,American Dairy Queen Corporation,american dairy queen,722515,Snack and Nonalcoholic Beverage Bars
